isoform_id	gencode_biotype
ENST00000525317.5	nonsense_mediated_decay
ENST00000638487.1	nonsense_mediated_decay
ENST00000639189.1	nonsense_mediated_decay
ENST00000638270.1	retained_intron
ENST00000884094.1	protein_coding
ENST00000398187.6	nonsense_mediated_decay
ENST00000676177.1	nonsense_mediated_decay
ENST00000675320.1	nonsense_mediated_decay
ENST00000670091.1	nonsense_mediated_decay
ENST00000526781.5	protein_coding
ENST00000527309.2	protein_coding
ENST00000529281.5	nonsense_mediated_decay
ENST00000302251.9	protein_coding
ENST00000613512.4	protein_coding_LoF
ENST00000703420.1	protein_coding_LoF
ENST00000686617.1	nonsense_mediated_decay
ENST00000260270.3	protein_coding
ENST00000525866.5	nonsense_mediated_decay
ENST00000531487.1	nonsense_mediated_decay
ENST00000679368.1	nonsense_mediated_decay
ENST00000280352.13	protein_coding
ENST00000393047.8	protein_coding
ENST00000530104.2	retained_intron
ENST00000528679.5	nonsense_mediated_decay
ENST00000280362.8	protein_coding
ENST00000535142.5	nonsense_mediated_decay
ENST00000504030.7	protein_coding
ENST00000519236.5	nonsense_mediated_decay
ENST00000525079.5	nonsense_mediated_decay
ENST00000375167.1	nonsense_mediated_decay
ENST00000682946.1	nonsense_mediated_decay
ENST00000862571.1	protein_coding
ENST00000473629.6	retained_intron
ENST00000284290.8	nonsense_mediated_decay
ENST00000529543.5	nonsense_mediated_decay
ENST00000524950.1	protein_coding
ENST00000525448.5	retained_intron
ENST00000278919.8	protein_coding
ENST00000685601.1	nonsense_mediated_decay
ENST00000525770.5	nonsense_mediated_decay
ENST00000392678.7	protein_coding
ENST00000526727.5	protein_coding
ENST00000319397.7	protein_coding
ENST00000881671.1	protein_coding
ENST00000527116.5	retained_intron
ENST00000802045.1	lncRNA
ENST00000802050.1	lncRNA
ENST00000802092.1	lncRNA
ENST00000540885.1	retained_intron
ENST00000878963.1	protein_coding
ENST00000228799.7	protein_coding
ENST00000461997.5	protein_coding
ENST00000427057.6	protein_coding
ENST00000447133.7	protein_coding
ENST00000009180.10	protein_coding
ENST00000437813.8	nonsense_mediated_decay
ENST00000698340.1	nonsense_mediated_decay
ENST00000228916.7	protein_coding
ENST00000396966.6	protein_coding
ENST00000536350.5	protein_coding
ENST00000488381.5	nonsense_mediated_decay
ENST00000540683.1	protein_coding
ENST00000890095.1	protein_coding
ENST00000451681.5	nonsense_mediated_decay
ENST00000428946.5	nonsense_mediated_decay
ENST00000535366.5	protein_coding
ENST00000537087.5	protein_coding
ENST00000676496.1	nonsense_mediated_decay
ENST00000602298.2	retained_intron
ENST00000450991.6	nonsense_mediated_decay
ENST00000736764.1	lncRNA
ENST00000544257.5	nonsense_mediated_decay
ENST00000266458.10	protein_coding
ENST00000396439.7	protein_coding
ENST00000544850.5	nonsense_mediated_decay
ENST00000545236.5	nonsense_mediated_decay
ENST00000228862.3	protein_coding
ENST00000358064.3	nonsense_mediated_decay
ENST00000389078.3	nonsense_mediated_decay
ENST00000543468.5	nonsense_mediated_decay
ENST00000543612.5	protein_coding
ENST00000544970.5	nonsense_mediated_decay
ENST00000534981.5	nonsense_mediated_decay
ENST00000451604.7	protein_coding
ENST00000539282.5	protein_coding
ENST00000959850.1	protein_coding
ENST00000539176.1	nonsense_mediated_decay
ENST00000686305.1	nonsense_mediated_decay
ENST00000536761.5	protein_coding
ENST00000395758.3	nonsense_mediated_decay
ENST00000549258.5	nonsense_mediated_decay
ENST00000080059.12	protein_coding
ENST00000878543.1	protein_coding
ENST00000417344.2	nonsense_mediated_decay
ENST00000540990.5	protein_coding
ENST00000546531.5	nonsense_mediated_decay
ENST00000267102.13	protein_coding
ENST00000551272.5	retained_intron
ENST00000549412.5	nonsense_mediated_decay
ENST00000312377.10	protein_coding
ENST00000547787.5	nonsense_mediated_decay
ENST00000547318.5	nonsense_mediated_decay
ENST00000549686.5	nonsense_mediated_decay
ENST00000550100.5	nonsense_mediated_decay
ENST00000546814.1	retained_intron
ENST00000603864.5	protein_coding
ENST00000257963.9	protein_coding
ENST00000243050.5	protein_coding
ENST00000908678.1	protein_coding
ENST00000546390.2	protein_coding
ENST00000692008.1	protein_coding
ENST00000549488.5	protein_coding
ENST00000243108.5	protein_coding
ENST00000547566.5	nonsense_mediated_decay
ENST00000550171.5	nonsense_mediated_decay
ENST00000549117.5	protein_coding
ENST00000546604.5	nonsense_mediated_decay
ENST00000552884.5	nonsense_mediated_decay
ENST00000553131.5	retained_intron
ENST00000873596.1	protein_coding
ENST00000855893.1	protein_coding
ENST00000714370.1	nonsense_mediated_decay
ENST00000554764.6	nonsense_mediated_decay
ENST00000414700.7	protein_coding
ENST00000557348.5	nonsense_mediated_decay
ENST00000547303.5	protein_coding
ENST00000346473.8	protein_coding
ENST00000552740.5	protein_coding
ENST00000550201.5	nonsense_mediated_decay
ENST00000266643.6	protein_coding
ENST00000718428.1	protein_coding
ENST00000651284.1	nonsense_mediated_decay
ENST00000540550.6	protein_coding
ENST00000651066.1	nonsense_mediated_decay
ENST00000312635.10	protein_coding
ENST00000543342.5	nonsense_mediated_decay
ENST00000695902.1	nonsense_mediated_decay
ENST00000542397.5	protein_coding_CDS_not_defined
ENST00000652537.1	nonsense_mediated_decay
ENST00000283172.9	nonsense_mediated_decay
ENST00000229179.9	protein_coding
ENST00000674096.1	nonsense_mediated_decay
ENST00000417413.7	nonsense_mediated_decay
ENST00000462788.6	nonsense_mediated_decay
ENST00000320460.8	protein_coding
ENST00000261203.7	nonsense_mediated_decay
ENST00000644744.1	protein_coding
ENST00000279488.8	protein_coding
ENST00000549035.1	protein_coding
ENST00000318066.7	protein_coding
ENST00000549490.1	nonsense_mediated_decay
ENST00000261226.9	protein_coding
ENST00000552205.6	nonsense_mediated_decay
ENST00000684558.1	nonsense_mediated_decay
ENST00000851270.1	protein_coding
ENST00000547997.5	nonsense_mediated_decay
ENST00000261210.9	protein_coding
ENST00000548180.5	nonsense_mediated_decay
ENST00000852221.1	protein_coding
ENST00000462949.5	nonsense_mediated_decay
ENST00000551813.1	protein_coding
ENST00000412830.8	protein_coding
ENST00000552695.6	protein_coding
ENST00000547528.5	nonsense_mediated_decay
ENST00000446767.2	nonsense_mediated_decay
ENST00000537496.5	nonsense_mediated_decay
ENST00000447878.6	nonsense_mediated_decay
ENST00000397655.7	protein_coding
ENST00000893897.1	protein_coding
ENST00000455836.1	protein_coding
ENST00000681505.1	nonsense_mediated_decay
ENST00000547630.1	nonsense_mediated_decay
ENST00000874651.1	protein_coding
ENST00000470612.5	nonsense_mediated_decay
ENST00000229328.10	protein_coding
ENST00000884789.1	protein_coding
ENST00000548171.1	nonsense_mediated_decay
ENST00000546942.1	retained_intron
ENST00000681590.1	nonsense_mediated_decay
ENST00000542364.1	nonsense_mediated_decay
ENST00000541212.6	protein_coding
ENST00000543699.5	nonsense_mediated_decay
ENST00000342392.3	nonsense_mediated_decay
ENST00000433877.6	nonsense_mediated_decay
ENST00000532695.5	nonsense_mediated_decay
ENST00000452196.6	retained_intron
ENST00000425637.3	nonsense_mediated_decay
ENST00000437519.5	nonsense_mediated_decay
ENST00000718482.1	protein_coding
ENST00000718484.1	nonsense_mediated_decay
ENST00000618160.4	protein_coding
ENST00000681117.1	nonsense_mediated_decay
ENST00000852620.1	protein_coding
ENST00000392373.7	protein_coding
ENST00000535004.2	nonsense_mediated_decay
ENST00000704860.1	protein_coding
ENST00000542282.5	protein_coding
ENST00000687165.1	protein_coding
ENST00000536790.5	nonsense_mediated_decay
ENST00000592241.5	protein_coding
ENST00000471658.5	nonsense_mediated_decay
ENST00000492741.5	nonsense_mediated_decay
ENST00000382907.8	protein_coding
ENST00000906236.1	protein_coding
ENST00000298260.8	nonsense_mediated_decay
ENST00000320220.13	protein_coding
ENST00000869726.1	protein_coding
ENST00000700501.1	nonsense_mediated_decay
ENST00000319826.8	protein_coding
ENST00000630972.2	protein_coding
ENST00000674297.1	protein_coding
ENST00000892821.1	protein_coding
ENST00000680488.1	nonsense_mediated_decay
ENST00000681043.1	nonsense_mediated_decay
ENST00000681581.1	nonsense_mediated_decay
ENST00000625998.2	protein_coding
ENST00000439329.5	protein_coding
ENST00000646097.1	protein_coding
ENST00000713859.1	nonsense_mediated_decay
ENST00000650833.1	nonsense_mediated_decay
ENST00000679359.1	nonsense_mediated_decay
ENST00000650049.2	nonsense_mediated_decay
ENST00000680058.1	retained_intron
ENST00000876239.1	protein_coding
ENST00000856144.1	protein_coding
ENST00000446759.6	protein_coding
ENST00000703125.1	nonsense_mediated_decay
ENST00000299339.3	protein_coding
ENST00000680254.1	protein_coding
ENST00000680505.1	protein_coding
ENST00000649778.1	nonsense_mediated_decay
ENST00000488362.5	protein_coding
ENST00000383029.7	nonsense_mediated_decay
ENST00000893214.1	protein_coding
ENST00000358932.9	protein_coding
ENST00000556854.5	nonsense_mediated_decay
ENST00000361505.10	protein_coding
ENST00000557550.6	nonsense_mediated_decay
ENST00000298681.5	protein_coding
ENST00000397441.6	protein_coding
ENST00000487137.7	protein_coding
ENST00000558581.5	protein_coding
ENST00000561028.6	protein_coding
ENST00000216780.9	protein_coding
ENST00000558273.5	nonsense_mediated_decay
ENST00000699886.1	nonsense_mediated_decay
ENST00000560155.5	nonsense_mediated_decay
ENST00000533523.6	nonsense_mediated_decay
ENST00000418030.7	protein_coding
ENST00000554756.1	nonsense_mediated_decay
ENST00000554344.5	protein_coding
ENST00000538105.6	protein_coding
ENST00000678006.1	retained_intron
ENST00000678399.1	nonsense_mediated_decay
ENST00000555358.5	nonsense_mediated_decay
ENST00000549850.1	nonsense_mediated_decay
ENST00000547839.5	nonsense_mediated_decay
ENST00000678519.1	nonsense_mediated_decay
ENST00000557217.5	nonsense_mediated_decay
ENST00000412033.7	nonsense_mediated_decay
ENST00000650481.1	nonsense_mediated_decay
ENST00000555269.5	nonsense_mediated_decay
ENST00000424478.5	nonsense_mediated_decay
ENST00000305386.4	protein_coding
ENST00000491402.5	nonsense_mediated_decay
ENST00000421284.7	protein_coding
ENST00000445930.7	protein_coding
ENST00000907177.1	protein_coding
ENST00000555497.5	nonsense_mediated_decay
ENST00000887187.1	protein_coding
ENST00000552941.6	nonsense_mediated_decay
ENST00000642625.1	nonsense_mediated_decay
ENST00000394606.6	nonsense_mediated_decay
ENST00000561303.5	nonsense_mediated_decay
ENST00000558001.1	nonsense_mediated_decay
ENST00000216456.6	nonsense_mediated_decay
ENST00000409018.7	protein_coding
ENST00000492815.5	nonsense_mediated_decay
ENST00000628474.2	nonsense_mediated_decay
ENST00000555840.5	nonsense_mediated_decay
ENST00000342745.5	protein_coding
ENST00000304743.7	protein_coding
ENST00000381216.8	nonsense_mediated_decay
ENST00000863601.1	protein_coding
ENST00000629426.2	protein_coding
ENST00000481935.5	nonsense_mediated_decay
ENST00000553486.5	nonsense_mediated_decay
ENST00000555463.1	protein_coding
ENST00000524913.3	protein_coding
ENST00000238616.10	protein_coding
ENST00000557057.5	nonsense_mediated_decay
ENST00000706675.1	retained_intron
ENST00000359366.10	nonsense_mediated_decay
ENST00000556968.2	nonsense_mediated_decay
ENST00000298912.9	protein_coding
ENST00000681195.1	protein_coding
ENST00000681524.1	nonsense_mediated_decay
ENST00000679977.1	nonsense_mediated_decay
ENST00000556715.6	nonsense_mediated_decay
ENST00000559514.5	nonsense_mediated_decay
ENST00000560371.5	protein_coding
ENST00000361246.7	protein_coding
ENST00000216554.8	protein_coding
ENST00000676694.1	nonsense_mediated_decay
ENST00000389749.9	protein_coding
ENST00000440963.2	nonsense_mediated_decay
ENST00000555030.5	protein_coding
ENST00000392634.9	protein_coding
ENST00000389964.7	nonsense_mediated_decay
ENST00000327359.7	protein_coding
ENST00000463376.6	protein_coding
ENST00000325438.12	protein_coding
ENST00000438610.5	nonsense_mediated_decay
ENST00000354560.10	protein_coding
ENST00000400188.7	protein_coding
ENST00000536835.4	lncRNA
ENST00000749752.1	lncRNA
ENST00000685924.1	protein_coding
ENST00000670849.1	protein_coding
ENST00000567567.5	nonsense_mediated_decay
ENST00000475752.1	retained_intron
ENST00000558205.5	nonsense_mediated_decay
ENST00000642817.1	nonsense_mediated_decay
ENST00000560981.5	nonsense_mediated_decay
ENST00000852444.1	protein_coding
ENST00000525066.5	nonsense_mediated_decay
ENST00000617768.5	protein_coding
ENST00000678745.1	nonsense_mediated_decay
ENST00000559127.5	nonsense_mediated_decay
ENST00000260386.7	protein_coding
ENST00000408047.5	protein_coding
ENST00000290497.11	nonsense_mediated_decay
ENST00000448392.6	nonsense_mediated_decay
ENST00000391623.8	nonsense_mediated_decay
ENST00000564279.5	nonsense_mediated_decay
ENST00000566515.5	nonsense_mediated_decay
ENST00000569745.5	nonsense_mediated_decay
ENST00000563065.5	nonsense_mediated_decay
ENST00000568507.5	nonsense_mediated_decay
ENST00000409617.6	nonsense_mediated_decay
ENST00000442995.4	protein_coding
ENST00000560572.6	protein_coding
ENST00000220531.9	protein_coding
ENST00000558289.5	retained_intron
ENST00000692874.1	retained_intron
ENST00000563277.5	protein_coding
ENST00000461408.2	protein_coding
ENST00000558157.5	nonsense_mediated_decay
ENST00000559192.5	nonsense_mediated_decay
ENST00000559844.6	protein_coding
ENST00000559152.5	nonsense_mediated_decay
ENST00000560149.5	protein_coding_CDS_not_defined
ENST00000566524.5	nonsense_mediated_decay
ENST00000638076.1	nonsense_mediated_decay
ENST00000636212.1	nonsense_mediated_decay
ENST00000306917.5	protein_coding
ENST00000261861.10	protein_coding
ENST00000864106.1	protein_coding
ENST00000909132.1	protein_coding
ENST00000902294.1	protein_coding
ENST00000344870.4	protein_coding
ENST00000560107.6	nonsense_mediated_decay
ENST00000268097.10	protein_coding
ENST00000567411.5	nonsense_mediated_decay
ENST00000565160.6	nonsense_mediated_decay
ENST00000561914.6	nonsense_mediated_decay
ENST00000718296.1	nonsense_mediated_decay
ENST00000566829.2	protein_coding
ENST00000567941.5	nonsense_mediated_decay
ENST00000261921.8	protein_coding
ENST00000316911.10	protein_coding
ENST00000379727.8	protein_coding
ENST00000395048.6	protein_coding
ENST00000853122.1	protein_coding
ENST00000562201.5	nonsense_mediated_decay
ENST00000570276.5	retained_intron
ENST00000566631.5	nonsense_mediated_decay
ENST00000563069.5	nonsense_mediated_decay
ENST00000562765.5	nonsense_mediated_decay
ENST00000342932.8	protein_coding
ENST00000569022.1	nonsense_mediated_decay
ENST00000560667.5	nonsense_mediated_decay
ENST00000543455.1	nonsense_mediated_decay
ENST00000479961.1	protein_coding
ENST00000267953.4	protein_coding
ENST00000696336.1	nonsense_mediated_decay
ENST00000647841.1	protein_coding
ENST00000379384.9	nonsense_mediated_decay
ENST00000379358.7	protein_coding
ENST00000394553.6	protein_coding
ENST00000560302.5	protein_coding
ENST00000337975.6	protein_coding
ENST00000649642.1	nonsense_mediated_decay
ENST00000336418.9	protein_coding
ENST00000423566.6	nonsense_mediated_decay
ENST00000928644.1	protein_coding
ENST00000268182.10	protein_coding
ENST00000420329.6	protein_coding
ENST00000394249.8	protein_coding
ENST00000574755.5	nonsense_mediated_decay
ENST00000923924.1	protein_coding
ENST00000398226.8	protein_coding
ENST00000559309.5	nonsense_mediated_decay
ENST00000817412.1	lncRNA
ENST00000629543.2	protein_coding
ENST00000448828.5	nonsense_mediated_decay
ENST00000437024.5	nonsense_mediated_decay
ENST00000568077.5	nonsense_mediated_decay
ENST00000565677.5	protein_coding
ENST00000565425.5	nonsense_mediated_decay
ENST00000568834.5	nonsense_mediated_decay
ENST00000565031.1	retained_intron
ENST00000567719.2	protein_coding
ENST00000301727.9	protein_coding
ENST00000293968.11	nonsense_mediated_decay
ENST00000302641.8	protein_coding
ENST00000573514.5	protein_coding
ENST00000576863.1	nonsense_mediated_decay
ENST00000576500.5	nonsense_mediated_decay
ENST00000262375.11	protein_coding
ENST00000536343.5	nonsense_mediated_decay
ENST00000586536.1	protein_coding
ENST00000450067.6	protein_coding
ENST00000590193.5	nonsense_mediated_decay
ENST00000592077.5	nonsense_mediated_decay
ENST00000875662.1	protein_coding
ENST00000587843.5	nonsense_mediated_decay
ENST00000682797.1	nonsense_mediated_decay
ENST00000163678.11	nonsense_mediated_decay
ENST00000566604.5	nonsense_mediated_decay
ENST00000268261.9	protein_coding
ENST00000562318.5	nonsense_mediated_decay
ENST00000565221.5	nonsense_mediated_decay
ENST00000469379.5	protein_coding
ENST00000571688.6	protein_coding
ENST00000413364.6	protein_coding
ENST00000355758.9	protein_coding
ENST00000261658.7	protein_coding
ENST00000565187.5	nonsense_mediated_decay
ENST00000300006.9	protein_coding
ENST00000575744.5	protein_coding
ENST00000572415.5	nonsense_mediated_decay
ENST00000261381.7	protein_coding
ENST00000884970.1	protein_coding
ENST00000576008.5	nonsense_mediated_decay
ENST00000566049.5	nonsense_mediated_decay
ENST00000564172.1	nonsense_mediated_decay
ENST00000566993.5	nonsense_mediated_decay
ENST00000561630.1	nonsense_mediated_decay
ENST00000300061.3	protein_coding
ENST00000637184.1	nonsense_mediated_decay
ENST00000538342.5	protein_coding
ENST00000568556.2	nonsense_mediated_decay
ENST00000717361.1	lncRNA
ENST00000395384.9	protein_coding
ENST00000693260.1	nonsense_mediated_decay
ENST00000564296.5	nonsense_mediated_decay
ENST00000563177.5	protein_coding
ENST00000338110.11	protein_coding
ENST00000627746.2	protein_coding
ENST00000263025.9	protein_coding
ENST00000356166.11	protein_coding
ENST00000566605.5	nonsense_mediated_decay
ENST00000562801.5	retained_intron
ENST00000303155.9	protein_coding
ENST00000464071.1	nonsense_mediated_decay
ENST00000720762.1	lncRNA
ENST00000682543.1	nonsense_mediated_decay
ENST00000682493.1	nonsense_mediated_decay
ENST00000684673.1	nonsense_mediated_decay
ENST00000439977.7	protein_coding
ENST00000300302.9	protein_coding
ENST00000860536.1	protein_coding
ENST00000423271.8	protein_coding
ENST00000427443.5	nonsense_mediated_decay
ENST00000351137.8	protein_coding
ENST00000566756.5	nonsense_mediated_decay
ENST00000568470.6	nonsense_mediated_decay
ENST00000886314.1	protein_coding
ENST00000290881.11	protein_coding
ENST00000477898.5	protein_coding
ENST00000562235.5	nonsense_mediated_decay
ENST00000695662.1	nonsense_mediated_decay
ENST00000695711.1	nonsense_mediated_decay
ENST00000626059.2	protein_coding
ENST00000569436.7	protein_coding
ENST00000264005.10	protein_coding
ENST00000572037.5	nonsense_mediated_decay
ENST00000566188.5	protein_coding
ENST00000566612.5	nonsense_mediated_decay
ENST00000379047.7	protein_coding
ENST00000359154.7	protein_coding
ENST00000568684.1	protein_coding
ENST00000573141.7	lncRNA
ENST00000676168.1	nonsense_mediated_decay
ENST00000564415.6	nonsense_mediated_decay
ENST00000703108.1	nonsense_mediated_decay
ENST00000569717.5	nonsense_mediated_decay
ENST00000268483.8	protein_coding
ENST00000426362.6	protein_coding
ENST00000649341.1	nonsense_mediated_decay
ENST00000562410.5	nonsense_mediated_decay
ENST00000566445.5	nonsense_mediated_decay
ENST00000638948.1	protein_coding
ENST00000393306.6	protein_coding
ENST00000861762.1	protein_coding
ENST00000854733.1	protein_coding
ENST00000564105.5	nonsense_mediated_decay
ENST00000642695.1	protein_coding
ENST00000315491.12	protein_coding
ENST00000620723.4	protein_coding
ENST00000566266.5	nonsense_mediated_decay
ENST00000680970.1	protein_coding
ENST00000574509.1	nonsense_mediated_decay
ENST00000336868.8	protein_coding
ENST00000327158.5	protein_coding
ENST00000304992.11	protein_coding
ENST00000547178.5	protein_coding
ENST00000571980.1	nonsense_mediated_decay
ENST00000885792.1	protein_coding
ENST00000318833.4	protein_coding
ENST00000700533.1	nonsense_mediated_decay
ENST00000572019.2	nonsense_mediated_decay
ENST00000539417.6	nonsense_mediated_decay
ENST00000573577.5	nonsense_mediated_decay
ENST00000573759.1	protein_coding
ENST00000570337.6	protein_coding
ENST00000685813.1	lncRNA
ENST00000546395.5	nonsense_mediated_decay
ENST00000552321.2	nonsense_mediated_decay
ENST00000360325.11	protein_coding
ENST00000576201.5	protein_coding
ENST00000302422.4	protein_coding
ENST00000536404.6	protein_coding
ENST00000572719.5	nonsense_mediated_decay
ENST00000576272.5	nonsense_mediated_decay
ENST00000498311.5	nonsense_mediated_decay
ENST00000698745.1	nonsense_mediated_decay
ENST00000563694.6	protein_coding
ENST00000575858.5	nonsense_mediated_decay
ENST00000468843.1	nonsense_mediated_decay
ENST00000602305.5	nonsense_mediated_decay
ENST00000602375.5	nonsense_mediated_decay
ENST00000581931.5	nonsense_mediated_decay
ENST00000464847.6	protein_coding
ENST00000793441.1	lncRNA
ENST00000414673.5	transcribed_unprocessed_pseudogene
ENST00000582047.2	retained_intron
ENST00000395807.2	protein_coding_CDS_not_defined
ENST00000855605.1	protein_coding
ENST00000582981.5	nonsense_mediated_decay
ENST00000580002.5	nonsense_mediated_decay
ENST00000883329.1	protein_coding
ENST00000399134.5	protein_coding
ENST00000571542.6	lncRNA
ENST00000571018.5	nonsense_mediated_decay
ENST00000395656.6	nonsense_mediated_decay
ENST00000583020.1	nonsense_mediated_decay
ENST00000583540.2	nonsense_mediated_decay
ENST00000468746.5	nonsense_mediated_decay
ENST00000578426.5	nonsense_mediated_decay
ENST00000467111.5	nonsense_mediated_decay
ENST00000582037.2	protein_coding
ENST00000394933.7	protein_coding
ENST00000580805.5	nonsense_mediated_decay
ENST00000394901.7	protein_coding
ENST00000261716.8	protein_coding
ENST00000475652.5	nonsense_mediated_decay
ENST00000578692.1	nonsense_mediated_decay
ENST00000306049.9	nonsense_mediated_decay
ENST00000443677.6	protein_coding
ENST00000543378.7	protein_coding
ENST00000341671.12	protein_coding
ENST00000583994.5	nonsense_mediated_decay
ENST00000578205.5	nonsense_mediated_decay
ENST00000586044.5	nonsense_mediated_decay
ENST00000610402.5	protein_coding
ENST00000852321.1	protein_coding
ENST00000604694.2	nonsense_mediated_decay
ENST00000612760.1	protein_coding
ENST00000680579.1	nonsense_mediated_decay
ENST00000612727.5	protein_coding
ENST00000894207.1	protein_coding
ENST00000619299.4	nonsense_mediated_decay
ENST00000578373.5	nonsense_mediated_decay
ENST00000887915.1	protein_coding
ENST00000582781.5	nonsense_mediated_decay
ENST00000644701.1	protein_coding
ENST00000684280.1	protein_coding
ENST00000321562.9	protein_coding
ENST00000586335.2	nonsense_mediated_decay
ENST00000585866.6	nonsense_mediated_decay
ENST00000449471.8	protein_coding
ENST00000585828.5	retained_intron
ENST00000586870.5	nonsense_mediated_decay
ENST00000591022.6	protein_coding
ENST00000591765.1	protein_coding
ENST00000496503.5	nonsense_mediated_decay
ENST00000696385.1	nonsense_mediated_decay
ENST00000357984.7	protein_coding
ENST00000319511.6	protein_coding
ENST00000587228.5	nonsense_mediated_decay
ENST00000315323.5	protein_coding
ENST00000526924.5	nonsense_mediated_decay
ENST00000676828.1	nonsense_mediated_decay
ENST00000590310.2	protein_coding
ENST00000687955.1	nonsense_mediated_decay
ENST00000688577.1	nonsense_mediated_decay
ENST00000581448.5	nonsense_mediated_decay
ENST00000570618.6	protein_coding
ENST00000576629.6	protein_coding
ENST00000571864.6	nonsense_mediated_decay
ENST00000575949.6	protein_coding
ENST00000783718.1	lncRNA
ENST00000421763.5	nonsense_mediated_decay
ENST00000641323.1	nonsense_mediated_decay
ENST00000359238.7	protein_coding
ENST00000507773.6	nonsense_mediated_decay
ENST00000434704.2	protein_coding
ENST00000503127.5	nonsense_mediated_decay
ENST00000348161.8	protein_coding
ENST00000572558.5	nonsense_mediated_decay
ENST00000577830.6	protein_coding
ENST00000577497.5	retained_intron
ENST00000675753.2	nonsense_mediated_decay
ENST00000393120.6	nonsense_mediated_decay
ENST00000482007.5	nonsense_mediated_decay
ENST00000850582.1	nonsense_mediated_decay
ENST00000693102.1	nonsense_mediated_decay
ENST00000693196.1	nonsense_mediated_decay
ENST00000582034.5	protein_coding
ENST00000431926.7	nonsense_mediated_decay
ENST00000584573.5	protein_coding
ENST00000259006.8	protein_coding
ENST00000582055.1	protein_coding
ENST00000579687.5	protein_coding
ENST00000678814.1	nonsense_mediated_decay
ENST00000262435.14	protein_coding
ENST00000584585.4	lncRNA
ENST00000813196.1	lncRNA
ENST00000535342.7	protein_coding
ENST00000413366.8	protein_coding
ENST00000593253.5	non_stop_decay
ENST00000579732.5	protein_coding
ENST00000877279.1	protein_coding
ENST00000357814.8	protein_coding
ENST00000580301.5	protein_coding
ENST00000583757.5	protein_coding
ENST00000582773.5	protein_coding
ENST00000534480.5	nonsense_mediated_decay
ENST00000872983.1	protein_coding
ENST00000450736.6	protein_coding
ENST00000582160.5	protein_coding
ENST00000304834.11	nonsense_mediated_decay
ENST00000621870.4	nonsense_mediated_decay
ENST00000442286.6	protein_coding
ENST00000582022.5	nonsense_mediated_decay
ENST00000450894.7	protein_coding
ENST00000207549.9	protein_coding
ENST00000587339.2	nonsense_mediated_decay
ENST00000573078.5	nonsense_mediated_decay
ENST00000640006.2	protein_coding
ENST00000710623.1	protein_coding
ENST00000592042.5	nonsense_mediated_decay
ENST00000359088.9	nonsense_mediated_decay
ENST00000303996.10	nonsense_mediated_decay
ENST00000542934.5	nonsense_mediated_decay
ENST00000585202.5	nonsense_mediated_decay
ENST00000452355.7	nonsense_mediated_decay
ENST00000585618.5	protein_coding
ENST00000698547.1	nonsense_mediated_decay
ENST00000698548.1	protein_coding
ENST00000590925.6	nonsense_mediated_decay
ENST00000573150.5	nonsense_mediated_decay
ENST00000573283.7	protein_coding
ENST00000329214.13	protein_coding
ENST00000676478.1	nonsense_mediated_decay
ENST00000574129.5	nonsense_mediated_decay
ENST00000306796.10	protein_coding
ENST00000582907.5	nonsense_mediated_decay
ENST00000683821.1	protein_coding
ENST00000269394.4	protein_coding
ENST00000580038.5	nonsense_mediated_decay
ENST00000320876.11	protein_coding
ENST00000677752.1	protein_coding
ENST00000400175.9	protein_coding
ENST00000343820.10	protein_coding
ENST00000580483.5	nonsense_mediated_decay
ENST00000496196.5	nonsense_mediated_decay
ENST00000687337.1	nonsense_mediated_decay
ENST00000590956.5	protein_coding
ENST00000336990.8	protein_coding
ENST00000440960.6	protein_coding
ENST00000592149.5	protein_coding
ENST00000699166.1	nonsense_mediated_decay
ENST00000256925.12	protein_coding
ENST00000473688.5	nonsense_mediated_decay
ENST00000863696.1	protein_coding
ENST00000621648.4	protein_coding
ENST00000257189.5	protein_coding
ENST00000283351.10	protein_coding
ENST00000589050.1	non_stop_decay
ENST00000539560.5	nonsense_mediated_decay
ENST00000261326.6	protein_coding
ENST00000398654.7	nonsense_mediated_decay
ENST00000588183.5	nonsense_mediated_decay
ENST00000640530.1	nonsense_mediated_decay
ENST00000639115.1	nonsense_mediated_decay
ENST00000357574.7	protein_coding
ENST00000585494.5	nonsense_mediated_decay
ENST00000650045.1	nonsense_mediated_decay
ENST00000536691.5	nonsense_mediated_decay
ENST00000544088.6	protein_coding
ENST00000564631.5	nonsense_mediated_decay
ENST00000591814.5	protein_coding
ENST00000355491.5	nonsense_mediated_decay
ENST00000585769.5	nonsense_mediated_decay
ENST00000361574.10	protein_coding
ENST00000589428.5	nonsense_mediated_decay
ENST00000263620.8	protein_coding
ENST00000593219.6	nonsense_mediated_decay
ENST00000585630.5	protein_coding
ENST00000593052.5	protein_coding
ENST00000585675.6	protein_coding
ENST00000591099.6	protein_coding
ENST00000215631.9	protein_coding
ENST00000429344.7	protein_coding
ENST00000600938.5	nonsense_mediated_decay
ENST00000859622.1	protein_coding
ENST00000448587.6	protein_coding
ENST00000579562.5	nonsense_mediated_decay
ENST00000850998.1	protein_coding
ENST00000589620.6	protein_coding
ENST00000458379.7	protein_coding
ENST00000589918.5	protein_coding
ENST00000303657.10	protein_coding
ENST00000595831.5	nonsense_mediated_decay
ENST00000593729.5	nonsense_mediated_decay
ENST00000859744.1	protein_coding
ENST00000443819.5	nonsense_mediated_decay
ENST00000393793.5	protein_coding
