isoform_id	K	atg_sum	stop_sum	tx_length	covered	n_windows	last_covered	enc_cached	enc_naive	is_nmd	gene_id
ENSG00000177272.10.novel1	31	27271	19540	6234	3647	62	3647	222246	1017513	0	ENSG00000177272.10
ENSG00000177302.17.novel1	42	38158	28773	6226	4404	84	4404	315267	1664712	1	ENSG00000177302.17
ENSG00000177302.17.novel2	41	37505	29105	6054	4421	82	4421	312345	1631349	1	ENSG00000177302.17
ENSG00000177302.17.novel6	41	37445	28021	6145	4512	82	4512	308733	1664928	1	ENSG00000177302.17
ENSG00000177302.17.novel82	33	22848	23069	3952	2381	66	2381	206295	707157	0	ENSG00000177302.17
ENSG00000177303.11.novel1	4	3045	2334	2046	1504	8	1504	25272	54144	0	ENSG00000177303.11
ENSG00000177303.11.novel4	7	3609	5133	3021	2444	14	2444	37053	153972	0	ENSG00000177303.11
ENSG00000177311.13.novel1	48	43922	32412	7467	5035	96	5035	360768	2175120	0	ENSG00000177311.13
ENSG00000177311.13.novel12	51	44147	34761	7155	4724	102	4724	369165	2168316	0	ENSG00000177311.13
ENSG00000177398.19.novel1	16	11510	9355	2837	1986	32	1986	97125	285984	0	ENSG00000177398.19
ENSG00000177409.13.novel1	37	32312	22120	6208	4413	74	6208	260232	1469529	0	ENSG00000177409.13
ENSG00000177425.12.novel1	22	17869	12769	6096	3517	44	3517	145521	696366	0	ENSG00000177425.12
ENSG00000177425.12.novel3	4	3100	2990	2512	2020	8	2020	27570	72720	0	ENSG00000177425.12
ENSG00000177427.14.novel1	12	7848	6866	3459	2256	24	2256	67686	243648	1	ENSG00000177427.14
ENSG00000177427.14.novel2	6	3094	4187	2188	2139	12	2139	31125	115506	0	ENSG00000177427.14
ENSG00000177427.14.novel3	12	7853	6923	3471	2265	24	2265	67887	244620	0	ENSG00000177427.14
ENSG00000177465.5.novel1	5	3843	3126	1834	1834	10	1834	32436	82530	0	ENSG00000177465.5
ENSG00000177469.14.novel1	8	6384	5887	3483	2399	16	2399	55965	172728	0	ENSG00000177469.14
ENSG00000177479.21.novel3	28	23307	16557	4777	3004	56	3004	189513	757008	1	ENSG00000177479.21
ENSG00000177479.21.novel5	28	23104	16557	4870	3097	56	3097	188295	780444	1	ENSG00000177479.21
ENSG00000177508.12.novel16	12	9149	8207	2928	2488	24	2488	79515	268704	0	ENSG00000177508.12
ENSG00000177508.12.novel4	11	8736	7432	3321	2637	22	2637	74712	261063	0	ENSG00000177508.12
ENSG00000177508.12.novel5	11	8243	7391	2444	2444	22	2444	71631	241956	0	ENSG00000177508.12
ENSG00000177542.12.novel1	20	18285	11093	5423	4243	40	4480	142989	763740	0	ENSG00000177542.12
ENSG00000177542.12.novel7	10	6410	7293	2677	1735	20	1735	60339	156150	0	ENSG00000177542.12
ENSG00000177542.12.novel70	9	5170	5266	2771	1828	18	1828	46818	148068	0	ENSG00000177542.12
ENSG00000177548.14.novel1	17	13928	11073	3280	3183	34	3253	116787	486999	1	ENSG00000177548.14
ENSG00000177570.16.novel1	49	42031	26670	6592	3888	98	3888	332196	1714608	1	ENSG00000177570.16
ENSG00000177570.16.novel10	18	12644	10281	2102	1723	36	1723	106707	279126	1	ENSG00000177570.16
ENSG00000177570.16.novel2	33	27212	17624	4757	2915	66	2915	216144	865755	0	ENSG00000177570.16
ENSG00000177570.16.novel3	44	36882	23920	5975	3634	88	3634	293052	1439064	1	ENSG00000177570.16
ENSG00000177570.16.novel4	12	7481	6681	2575	1777	24	1777	64929	191916	0	ENSG00000177570.16
ENSG00000177570.16.novel6	21	15778	11908	2417	1833	42	1833	130392	346437	1	ENSG00000177570.16
ENSG00000177570.16.novel67	13	7783	6981	1829	1426	26	1426	67641	166842	0	ENSG00000177570.16
ENSG00000177595.19.novel19	13	9436	9155	3569	3379	26	3569	84081	395343	0	ENSG00000177595.19
ENSG00000177595.19.novel61	10	6434	6081	3489	3186	20	3489	56847	286740	0	ENSG00000177595.19
ENSG00000177600.11.novel2	7	3732	4057	2097	1577	14	1577	34563	99351	0	ENSG00000177600.11
ENSG00000177606.9.novel1	7	6814	5315	2926	2394	14	2493	56829	150822	0	ENSG00000177606.9
ENSG00000177606.9.novel11	7	6814	5315	3099	2394	14	2493	56829	150822	0	ENSG00000177606.9
ENSG00000177606.9.novel2	6	5814	4531	2842	2394	12	2493	48477	129276	0	ENSG00000177606.9
ENSG00000177627.11.novel3	14	4779	7567	1568	1223	28	1223	51375	154098	0	ENSG00000177627.11
ENSG00000177627.11.novel6	14	4599	7662	2068	1440	28	1440	50580	181440	0	ENSG00000177627.11
ENSG00000177628.17.novel1	40	34236	24754	5910	3453	80	3453	279678	1243080	0	ENSG00000177628.17
ENSG00000177628.17.novel4	28	23525	15483	4725	2822	56	2822	187599	711144	0	ENSG00000177628.17
ENSG00000177646.21.novel6	23	18448	15668	3123	2375	46	2375	157692	491625	1	ENSG00000177646.21
ENSG00000177663.16.novel1	29	26812	21608	5940	3481	58	3481	225696	908541	1	ENSG00000177663.16
ENSG00000177663.16.novel3	29	25911	22325	5693	3278	58	3278	222441	855558	1	ENSG00000177663.16
ENSG00000177663.16.novel4	6	3403	3474	1862	1415	12	1415	30840	76410	0	ENSG00000177663.16
ENSG00000177663.16.novel5	9	6201	5312	1928	1428	18	1428	53142	115668	0	ENSG00000177663.16
ENSG00000177663.16.novel6	19	16445	16426	3336	2759	38	3138	147948	471789	1	ENSG00000177663.16
ENSG00000177666.18.novel1	12	8223	7777	2269	2054	24	2054	72669	221832	1	ENSG00000177666.18
ENSG00000177666.18.novel12	18	11251	10100	3839	2257	36	2257	97806	365634	0	ENSG00000177666.18
ENSG00000177666.18.novel13	9	7864	5649	2881	2668	18	2668	64131	216108	1	ENSG00000177666.18
ENSG00000177666.18.novel2	13	7338	8465	2063	1850	26	1850	69423	216450	1	ENSG00000177666.18
ENSG00000177666.18.novel3	12	10730	6903	4785	2935	24	2935	85089	316980	0	ENSG00000177666.18
ENSG00000177666.18.novel6	14	8265	8567	2490	2277	28	2277	75291	286902	0	ENSG00000177666.18
ENSG00000177666.18.novel8	7	3983	4709	1879	1666	14	1666	38025	104958	0	ENSG00000177666.18
ENSG00000177685.18.novel1	4	3292	2789	2495	2481	8	2481	28119	89316	0	ENSG00000177685.18
ENSG00000177685.18.novel16	3	1727	2092	2278	2278	6	2278	16638	61506	0	ENSG00000177685.18
ENSG00000177685.18.novel18	4	2671	2722	2342	2342	8	2342	24192	84312	0	ENSG00000177685.18
ENSG00000177685.18.novel2	8	3501	4951	2326	2326	16	2326	35859	167472	0	ENSG00000177685.18
ENSG00000177685.18.novel35	4	2635	2572	2045	2045	8	2045	23526	73620	0	ENSG00000177685.18
ENSG00000177685.18.novel4	8	4321	4936	2423	2423	16	2423	40734	174456	0	ENSG00000177685.18
ENSG00000177685.18.novel6	4	3324	2568	2468	2468	8	2468	27648	88848	0	ENSG00000177685.18
ENSG00000177685.18.novel7	4	3288	2570	2437	2437	8	2437	27438	87732	0	ENSG00000177685.18
ENSG00000177685.18.novel87	2	484	1291	1328	1328	4	1328	6777	23904	0	ENSG00000177685.18
ENSG00000177697.20.novel6	12	5775	6978	2659	2129	24	2129	55584	229932	0	ENSG00000177697.20
ENSG00000177697.20.novel9	12	6055	7425	2505	1999	24	1999	58605	215892	0	ENSG00000177697.20
ENSG00000177706.10.novel11	15	11725	8537	3464	2684	30	2684	95961	362340	0	ENSG00000177706.10
ENSG00000177728.18.novel13	10	6359	5600	2032	2032	20	2032	54954	182880	0	ENSG00000177728.18
ENSG00000177728.18.novel2	18	12080	13255	2726	2726	36	2726	112245	441612	0	ENSG00000177728.18
ENSG00000177728.18.novel21	29	26465	22328	4250	4250	58	4250	225774	1109250	0	ENSG00000177728.18
ENSG00000177728.18.novel24	14	8292	8387	2116	2116	28	2116	74913	266616	0	ENSG00000177728.18
ENSG00000177728.18.novel28	34	27027	24887	3723	3723	68	3723	236823	1139238	0	ENSG00000177728.18
ENSG00000177728.18.novel52	9	4178	4981	1813	1813	18	1813	40011	146853	0	ENSG00000177728.18
ENSG00000177728.18.novel7	19	13416	13014	2827	2827	38	2827	119538	483417	0	ENSG00000177728.18
ENSG00000177728.18.novel8	25	15894	18505	2886	2886	50	2886	150879	649350	0	ENSG00000177728.18
ENSG00000177731.17.novel1	11	3661	7573	1779	1631	22	1779	44685	161469	0	ENSG00000177731.17
ENSG00000177731.17.novel11	13	8126	9620	2223	2003	26	2223	77616	234351	0	ENSG00000177731.17
ENSG00000177731.17.novel18	13	6777	9104	2041	1893	26	2041	67974	221481	0	ENSG00000177731.17
ENSG00000177731.17.novel2	21	16545	15877	4596	3572	42	4500	146901	675108	1	ENSG00000177731.17
ENSG00000177731.17.novel21	6	2513	4383	1568	1568	12	1568	28227	84672	0	ENSG00000177731.17
ENSG00000177731.17.novel26	16	11503	10437	2556	2336	32	2556	100329	336384	0	ENSG00000177731.17
ENSG00000177731.17.novel28	18	12767	11623	3011	2791	36	3011	111471	452142	0	ENSG00000177731.17
ENSG00000177731.17.novel44	5	2199	3743	1566	1566	10	1566	24423	70470	0	ENSG00000177731.17
ENSG00000177731.17.novel50	11	4374	5465	965	965	22	965	42639	95535	0	ENSG00000177731.17
ENSG00000177791.13.novel1	6	4820	4231	2536	1909	12	1909	41613	103086	0	ENSG00000177791.13
ENSG00000177830.19.novel1	19	12522	11365	2739	2000	38	2000	109227	342000	0	ENSG00000177830.19
ENSG00000177830.19.novel3	20	15833	11729	3425	2264	40	2264	130185	407520	1	ENSG00000177830.19
ENSG00000177830.19.novel5	19	12228	11365	2650	1979	38	1979	107463	338409	0	ENSG00000177830.19
ENSG00000177842.13::ENSG00000177873.15.novel2	29	21857	18656	2755	2400	58	2400	187110	626400	0	ENSG00000177842.13::ENSG00000177873.15
ENSG00000177879.18.novel2	9	7092	5337	1964	1578	18	1578	58563	127818	0	ENSG00000177879.18
ENSG00000177888.9.novel18	55	48463	31186	8531	4754	110	4754	384336	2353230	0	ENSG00000177888.9
ENSG00000177888.9.novel6	42	33922	23442	7351	4016	84	4016	273858	1518048	0	ENSG00000177888.9
ENSG00000177963.16.novel1	19	15067	11881	4785	3575	38	3575	126045	611325	1	ENSG00000177963.16
ENSG00000177963.16.novel5	14	10176	8299	4108	3778	28	3778	85953	476028	0	ENSG00000177963.16
ENSG00000177963.16.novel69	13	11062	7165	2625	2035	26	2035	87867	238095	0	ENSG00000177963.16
ENSG00000177981.12.novel1	20	11376	11146	2466	1881	40	1881	101694	338580	0	ENSG00000177981.12
ENSG00000177989.15.novel1	5	2312	2721	1399	1399	10	1399	22035	62955	0	ENSG00000177989.15
ENSG00000177989.15.novel27	5	2312	3059	1610	1610	10	1610	23049	72450	0	ENSG00000177989.15
ENSG00000177989.15.novel7	5	2295	2886	1753	1309	10	1309	22428	58905	1	ENSG00000177989.15
ENSG00000178026.14.novel3	8	4350	4499	2052	1404	16	1404	39597	101088	0	ENSG00000178026.14
ENSG00000178026.14.novel4	8	3371	4395	1424	1227	16	1227	33411	88344	1	ENSG00000178026.14
ENSG00000178028.15.novel1	10	6655	6727	2957	2112	20	2112	60111	190080	0	ENSG00000178028.15
ENSG00000178028.15.novel6	12	8163	6849	1932	1539	24	1539	69525	166212	1	ENSG00000178028.15
ENSG00000178031.19.novel3	25	15589	15682	3059	2753	50	2753	140580	619425	0	ENSG00000178031.19
ENSG00000178031.19.novel7	24	14541	14916	3005	2699	48	2699	131994	582984	0	ENSG00000178031.19
ENSG00000178038.18.novel11	28	22180	16702	5285	3795	56	3795	183186	956340	0	ENSG00000178038.18
ENSG00000178038.18.novel21	15	12284	8365	4895	3078	30	3078	98799	415530	0	ENSG00000178038.18
ENSG00000178038.18.novel39	18	14543	11648	3652	2403	36	2403	122202	389286	0	ENSG00000178038.18
ENSG00000178038.18.novel46	18	13718	10140	3383	2131	36	2131	112728	345222	1	ENSG00000178038.18
ENSG00000178038.18.novel5	23	20090	14892	5104	3629	46	3629	165216	751203	1	ENSG00000178038.18
ENSG00000178038.18.novel8	23	20161	16509	4923	3440	46	3440	170493	712080	1	ENSG00000178038.18
ENSG00000178053.21.novel1	24	16248	14704	3076	1721	48	1721	141600	371736	0	ENSG00000178053.21
ENSG00000178074.6.novel1	23	18298	13391	3826	2404	46	2404	149961	497628	0	ENSG00000178074.6
ENSG00000178075.21.novel1	16	9829	8901	2729	1834	32	1834	85677	264096	0	ENSG00000178075.21
ENSG00000178104.22.novel1	25	21709	16162	4020	3318	50	4020	178740	746550	0	ENSG00000178104.22
ENSG00000178104.22.novel4	30	23074	18752	3956	3254	60	3956	194700	878580	0	ENSG00000178104.22
ENSG00000178104.22.novel5	19	10623	12524	2730	2705	38	2730	101310	462555	0	ENSG00000178104.22
ENSG00000178104.22.novel9	25	17871	14411	3812	3268	50	3812	150459	735300	0	ENSG00000178104.22
ENSG00000178105.13.novel10	15	6004	8831	1266	1173	30	1173	62517	158355	0	ENSG00000178105.13
ENSG00000178127.14.novel1	5	2555	2999	1447	1415	10	1415	24327	63675	1	ENSG00000178127.14
ENSG00000178149.18.novel10	8	4533	4906	1925	1808	16	1808	41916	130176	0	ENSG00000178149.18
ENSG00000178149.18.novel20	8	4428	5459	1771	1655	16	1655	42945	119160	0	ENSG00000178149.18
ENSG00000178149.18.novel3	7	3698	3926	1750	1750	14	1750	33966	110250	0	ENSG00000178149.18
ENSG00000178149.18.novel7	8	4505	4790	1958	1958	16	1958	41400	140976	0	ENSG00000178149.18
ENSG00000178149.18.novel8	5	3496	3439	1980	1863	10	1863	31293	83835	1	ENSG00000178149.18
ENSG00000178177.18.novel1	21	17331	12009	4640	2844	42	2844	140013	537516	1	ENSG00000178177.18
ENSG00000178177.18.novel2	31	25849	16984	5126	3177	62	3177	206046	886383	1	ENSG00000178177.18
ENSG00000178177.18.novel3	35	29224	19236	5766	3395	70	3395	233052	1069425	1	ENSG00000178177.18
ENSG00000178184.16.novel26	57	48750	30754	7965	4594	114	4594	384762	2356722	0	ENSG00000178184.16
ENSG00000178184.16.novel3	21	17648	11810	4781	2860	42	2860	141318	540540	0	ENSG00000178184.16
ENSG00000178188.17.novel1	18	15187	12309	4827	3687	36	3687	128049	597294	0	ENSG00000178188.17
ENSG00000178188.17.novel17	22	16499	13336	4123	2983	44	2983	139002	590634	0	ENSG00000178188.17
ENSG00000178188.17.novel2	16	13410	11238	3727	2587	32	2587	114174	372528	0	ENSG00000178188.17
ENSG00000178188.17.novel21	7	3612	4396	1732	1478	14	1478	34860	93114	0	ENSG00000178188.17
ENSG00000178188.17.novel3	15	10791	10379	3299	3049	30	3049	95883	411615	0	ENSG00000178188.17
ENSG00000178188.17.novel7	10	4474	7454	1979	1712	20	1712	49206	154080	0	ENSG00000178188.17
ENSG00000178202.14::ENSG00000110723.12.novel2	44	35085	27514	4816	2923	88	2923	293052	1157508	0	ENSG00000178202.14::ENSG00000110723.12
ENSG00000178209.18.novel1	24	23554	20051	9300	5207	48	8773	201477	1124712	0	ENSG00000178209.18
ENSG00000178209.18.novel2	20	15175	15928	6411	4481	40	5223	138834	806580	0	ENSG00000178209.18
ENSG00000178209.18.novel3	12	9327	9176	5424	4226	24	4977	83490	456408	0	ENSG00000178209.18
ENSG00000178209.18.novel6	14	12469	13062	4480	3248	28	4314	114000	409248	0	ENSG00000178209.18
ENSG00000178234.15.novel14	20	14253	13107	2793	2609	40	2609	124839	469620	0	ENSG00000178234.15
ENSG00000178234.15.novel3	17	12216	11124	2689	2505	34	2505	106668	383265	1	ENSG00000178234.15
ENSG00000178234.15.novel4	18	12174	9778	2885	1945	36	1945	102378	315090	0	ENSG00000178234.15
ENSG00000178234.15.novel5	17	13188	11086	2683	2499	34	2499	112386	382347	0	ENSG00000178234.15
ENSG00000178252.20.novel12	32	24716	20516	4266	3037	64	3037	209844	874656	0	ENSG00000178252.20
ENSG00000178252.20.novel14	60	52549	36070	7369	4332	120	4332	423504	2339280	0	ENSG00000178252.20
ENSG00000178252.20.novel15	14	9107	8260	2224	2051	28	2051	79422	258426	1	ENSG00000178252.20
ENSG00000178295.16.novel3	8	5822	4345	3456	2499	16	2499	47967	179928	0	ENSG00000178295.16
ENSG00000178338.11.novel1	19	15993	11134	4429	2723	38	2723	129360	465633	1	ENSG00000178338.11
ENSG00000178338.11::ENSG00000198939.9.novel1	19	15616	13285	3019	2680	38	2798	133551	458280	0	ENSG00000178338.11::ENSG00000198939.9
ENSG00000178363.5.novel1	11	5361	6649	1324	1258	22	1258	52113	124542	0	ENSG00000178363.5
ENSG00000178372.8.novel1	3	908	1457	872	872	6	872	9819	23544	0	ENSG00000178372.8
ENSG00000178381.14.novel5	15	11200	8223	3146	2316	30	2316	91869	312660	0	ENSG00000178381.14
ENSG00000178385.16.novel1	21	16587	13670	3113	2569	42	2569	140532	485541	0	ENSG00000178385.16
ENSG00000178386.14.novel3	23	17419	13961	3573	2604	46	2604	146397	539028	1	ENSG00000178386.14
ENSG00000178401.17.novel1	16	11270	9497	3490	2275	32	2275	96111	327600	0	ENSG00000178401.17
ENSG00000178425.15.novel2	21	14773	12658	3389	2221	42	2221	126612	419769	1	ENSG00000178425.15
ENSG00000178425.15.novel26	29	22923	15734	5251	3428	58	3428	184740	894708	0	ENSG00000178425.15
ENSG00000178440.9.novel1	22	19050	13457	3998	3100	44	3998	154671	613800	1	ENSG00000178440.9
ENSG00000178440.9.novel11	23	20166	14042	4111	3213	46	4111	163122	665091	1	ENSG00000178440.9
ENSG00000178440.9.novel12	24	20953	14323	4071	3173	48	4071	168687	685368	1	ENSG00000178440.9
ENSG00000178440.9.novel14	20	17654	11980	3506	3079	40	3506	141864	554220	1	ENSG00000178440.9
ENSG00000178440.9.novel2	16	13450	9371	3789	3215	32	3789	108813	462960	1	ENSG00000178440.9
ENSG00000178440.9.novel3	23	20379	13741	3821	3247	46	3821	163497	672129	1	ENSG00000178440.9
ENSG00000178440.9.novel4	24	20649	14525	3969	3395	48	3969	167469	733320	1	ENSG00000178440.9
ENSG00000178440.9.novel5	25	21861	14855	4163	3265	50	4163	175731	734625	1	ENSG00000178440.9
ENSG00000178440.9.novel6	23	20592	13958	3662	3154	46	3662	165426	652878	1	ENSG00000178440.9
ENSG00000178440.9.novel7	20	14128	11773	3094	2904	40	3094	120087	522720	1	ENSG00000178440.9
ENSG00000178440.9.novel8	25	18813	15777	3162	2735	50	3162	160209	615375	1	ENSG00000178440.9
ENSG00000178445.11.novel1	14	7238	8235	1527	1527	28	1527	68133	192402	0	ENSG00000178445.11
ENSG00000178445.11.novel3	17	8870	10567	1617	1562	34	1562	84921	238986	0	ENSG00000178445.11
ENSG00000178498.17.novel3	10	6487	6399	2256	2097	20	2097	58119	188730	0	ENSG00000178498.17
ENSG00000178537.11.novel1	7	4229	5159	1763	1625	14	1625	40851	102375	1	ENSG00000178537.11
ENSG00000178538.11.novel7	21	16186	11156	4384	2569	42	2569	130584	485541	0	ENSG00000178538.11
ENSG00000178605.16.novel44	9	5539	6245	2114	2114	18	2114	51969	171234	1	ENSG00000178605.16
ENSG00000178691.13.novel2	34	30937	20407	4845	2916	68	2916	246843	892296	1	ENSG00000178691.13
ENSG00000178691.13.novel3	2	1460	1048	1463	1254	4	1254	11904	22572	0	ENSG00000178691.13
ENSG00000178691.13.novel4	3	1658	1945	1742	1270	6	1270	15783	34290	0	ENSG00000178691.13
ENSG00000178691.13.novel5	7	5099	4140	1857	1386	14	1386	43014	87318	0	ENSG00000178691.13
ENSG00000178694.10.novel1	20	15703	10953	3166	1970	40	1970	127077	354600	1	ENSG00000178694.10
ENSG00000178694.10.novel2	23	18471	12470	3567	2381	46	2381	148236	492867	0	ENSG00000178694.10
ENSG00000178694.10.novel28	30	25400	16489	5890	3689	60	3689	201867	996030	0	ENSG00000178694.10
ENSG00000178726.7.novel5	10	5733	7192	3967	2486	20	2486	55974	223740	0	ENSG00000178726.7
ENSG00000178741.13.novel1	8	5003	4290	1795	1436	16	1436	42888	103392	1	ENSG00000178741.13
ENSG00000178761.16.novel2	5	1563	2513	845	845	10	845	16917	38025	1	ENSG00000178761.16
ENSG00000178761.16.novel3	6	2318	3396	1037	1037	12	1037	24096	55998	1	ENSG00000178761.16
ENSG00000178761.16.novel4	4	1658	2475	1085	1085	8	1085	17373	39060	1	ENSG00000178761.16
ENSG00000178761.16.novel5	6	2365	3561	1104	1057	12	1057	24873	57078	1	ENSG00000178761.16
ENSG00000178761.16.novel9	4	1352	1545	819	819	8	819	12747	29484	0	ENSG00000178761.16
ENSG00000178826.12.novel1	14	9071	7759	2048	1512	28	1512	77703	190512	0	ENSG00000178826.12
ENSG00000178878.14.novel2	12	7854	6723	3070	2952	24	3070	67293	318816	0	ENSG00000178878.14
ENSG00000178919.9.novel1	5	4022	3970	3256	2328	10	2328	36042	104760	0	ENSG00000178919.9
ENSG00000178922.19.novel7	7	4986	4035	1828	1407	14	1407	42021	88641	1	ENSG00000178922.19
ENSG00000178950.19.novel1	25	21811	19101	4552	3537	50	4552	188169	795825	0	ENSG00000178950.19
ENSG00000178950.19.novel21	8	2990	4280	2213	1260	16	1260	30780	90720	0	ENSG00000178950.19
ENSG00000178950.19.novel49	29	19663	17062	4985	3781	58	4985	169164	986841	0	ENSG00000178950.19
ENSG00000178950.19.novel5	5	2165	2688	1283	1283	10	1283	21054	57735	0	ENSG00000178950.19
ENSG00000178950.19.novel74	19	13547	11143	3529	3051	38	3529	114711	521721	0	ENSG00000178950.19
ENSG00000178951.10.novel11	13	11291	8750	4066	2479	26	2479	93996	290043	0	ENSG00000178951.10
ENSG00000178971.18.novel1	17	13770	11166	5192	3889	34	3995	116118	595017	1	ENSG00000178971.18
ENSG00000178971.18.novel3	17	13775	10557	5062	3303	34	3303	114321	505359	1	ENSG00000178971.18
ENSG00000178982.11.novel3	5	1592	2727	1035	1035	10	1035	17733	46575	1	ENSG00000178982.11
ENSG00000178999.14.novel1	8	3966	4477	1489	1268	16	1268	37227	91296	1	ENSG00000178999.14
ENSG00000178999.14.novel11	13	6171	8055	1450	1412	26	1412	61191	165204	1	ENSG00000178999.14
ENSG00000178999.14.novel13	8	3126	4186	1174	1174	16	1174	31314	84528	1	ENSG00000178999.14
ENSG00000178999.14.novel18	6	2504	3433	1150	1150	12	1150	25323	62100	1	ENSG00000178999.14
ENSG00000178999.14.novel3	8	2653	4274	1113	1113	16	1113	28740	80136	1	ENSG00000178999.14
ENSG00000178999.14.novel4	7	2671	3684	1211	1211	14	1211	27078	76293	0	ENSG00000178999.14
ENSG00000178999.14.novel5	14	6157	8523	1604	1350	28	1350	62511	170100	0	ENSG00000178999.14
ENSG00000178999.14.novel6	6	2290	3394	1242	1242	12	1242	23922	67068	0	ENSG00000178999.14
ENSG00000178999.14.novel7	7	2086	3901	1324	1324	14	1324	24219	83412	0	ENSG00000178999.14
ENSG00000178999.14.novel8	6	1935	3423	1281	1281	12	1281	21879	69174	0	ENSG00000178999.14
ENSG00000178999.14.novel9	13	8791	8423	1978	1724	26	1724	78015	201708	1	ENSG00000178999.14
ENSG00000179021.11.novel4	26	20905	13690	3823	2584	52	2584	166500	604656	0	ENSG00000179021.11
ENSG00000179051.15.novel15	23	16352	13784	3608	2450	46	2450	139464	507150	0	ENSG00000179051.15
ENSG00000179051.15.novel2	20	16021	11192	4459	2776	40	2776	129702	499680	0	ENSG00000179051.15
ENSG00000179051.15::ENSG00000307703.1.novel2	28	20700	17218	4347	2680	56	2680	175854	675360	0	ENSG00000179051.15::ENSG00000307703.1
ENSG00000179091.6.novel1	9	5534	5313	1412	1412	18	1412	49143	114372	1	ENSG00000179091.6
ENSG00000179091.6.novel2	7	2851	3886	1084	1084	14	1084	28764	68292	1	ENSG00000179091.6
ENSG00000179091.6.novel3	5	2998	3024	2949	2239	10	2239	27060	100755	1	ENSG00000179091.6
ENSG00000179094.18.novel19	10	5495	7068	2501	2388	20	2388	54174	214920	0	ENSG00000179094.18
ENSG00000179094.18.novel3	14	9027	8259	2966	2859	28	2859	78939	360234	0	ENSG00000179094.18
ENSG00000179104.9.novel1	21	19138	11586	6313	3691	42	3691	149586	697599	0	ENSG00000179104.9
ENSG00000179119.15.novel1	38	34163	23299	5297	2949	76	2949	274875	1008558	0	ENSG00000179119.15
ENSG00000179119.15.novel29	22	17318	16766	3733	2521	44	2521	154206	499158	0	ENSG00000179119.15
ENSG00000179119.15.novel5	41	32266	27111	5467	3067	82	3067	274929	1131723	0	ENSG00000179119.15
ENSG00000179133.16.novel2	7	5233	3765	2092	2092	14	2092	42693	131796	0	ENSG00000179133.16
ENSG00000179134.17.novel1	30	25989	20730	4906	3022	60	3022	218124	815940	0	ENSG00000179134.17
ENSG00000179134.17.novel12	19	13491	11048	3618	2142	38	2142	114090	366282	0	ENSG00000179134.17
ENSG00000179134.17.novel38	26	18388	17223	3844	2369	52	2369	161997	554346	0	ENSG00000179134.17
ENSG00000179134.17.novel4	31	26335	21250	4835	2951	62	2951	221760	823329	0	ENSG00000179134.17
ENSG00000179134.17.novel6	4	1690	1741	955	955	8	955	15363	34380	0	ENSG00000179134.17
ENSG00000179148.11.novel2	7	2937	4093	1449	1326	14	1326	29901	83538	0	ENSG00000179148.11
ENSG00000179151.14.novel1	17	11292	9977	3262	1828	34	1828	97683	279684	1	ENSG00000179151.14
ENSG00000179152.21.novel4	20	13329	12045	3223	2084	40	2084	116109	375120	1	ENSG00000179152.21
ENSG00000179163.13.novel1	23	18978	13858	3394	2150	46	2150	155442	445050	1	ENSG00000179163.13
ENSG00000179163.13.novel11	34	25938	18295	4043	2799	68	2799	210513	856494	0	ENSG00000179163.13
ENSG00000179178.12.novel1	13	7508	7376	2422	2295	26	2295	67176	268515	0	ENSG00000179178.12
ENSG00000179218.16.novel2	11	8671	6630	2516	2397	22	2397	71916	237303	0	ENSG00000179218.16
ENSG00000179218.16.novel20	13	10360	6882	3212	2141	26	2141	82806	250497	0	ENSG00000179218.16
ENSG00000179218.16.novel22	13	10303	6837	3110	2068	26	2068	82329	241956	0	ENSG00000179218.16
ENSG00000179218.16.novel28	10	6111	5946	1552	1275	20	1275	54504	114750	0	ENSG00000179218.16
ENSG00000179222.19.novel1	25	16618	15980	3075	2946	50	3075	147648	662850	0	ENSG00000179222.19
ENSG00000179222.19.novel8	22	13674	14800	2674	2399	44	2399	126444	475002	1	ENSG00000179222.19
ENSG00000179241.14.novel1	22	14011	12731	3656	2409	44	2409	122259	476982	0	ENSG00000179241.14
ENSG00000179242.16.novel9	19	13704	10087	3845	2433	38	2433	112485	416043	0	ENSG00000179242.16
ENSG00000179262.11.novel1	15	7840	9234	2191	1768	30	1768	74742	238680	1	ENSG00000179262.11
ENSG00000179295.20.novel2	16	9003	9236	1799	1527	32	1527	81726	219888	0	ENSG00000179295.20
ENSG00000179295.20.novel59	4	1207	2162	1432	894	8	894	13728	32184	0	ENSG00000179295.20
ENSG00000179299.18.novel2	31	27246	18833	5268	3214	62	3214	219975	896706	0	ENSG00000179299.18
ENSG00000179299.18.novel4	24	20274	12947	4457	2624	48	2624	160485	566784	0	ENSG00000179299.18
ENSG00000179299.18.novel6	22	18339	12459	4286	2760	44	2760	147411	546480	0	ENSG00000179299.18
ENSG00000179299.18.novel7	24	20758	13265	4888	3040	48	3040	164343	656640	0	ENSG00000179299.18
ENSG00000179304.19.novel1	13	10227	7608	2926	2731	26	2731	84186	319527	0	ENSG00000179304.19
ENSG00000179304.19.novel2	13	8835	7623	2486	2291	26	2291	75879	268047	0	ENSG00000179304.19
ENSG00000179335.21.novel1	8	7131	5128	2757	2014	16	2014	58170	145008	1	ENSG00000179335.21
ENSG00000179344.18.novel1	11	7476	6359	2944	1962	22	1962	63933	194238	0	ENSG00000179344.18
ENSG00000179344.18.novel5	26	22325	14710	5241	3297	52	3297	178080	771498	0	ENSG00000179344.18
