"isoform_id"	"n_orfs"	"n_nmd_competent"	"max_orf_length"	"max_downstream_ejc"	"n_strong_kozak"	"n_strong_kozak_nmd_comp"	"best_kozak_nmd_comp"	"longest_nmd_comp_orf"	"tx_length"	"n_junctions"	"is_nmd"	"chr"
"ENSG00000155229.22.novel10"	29	9	1332	13	3	0	1	156	2132	13	0	"chr10"
"ENSG00000155229.22.novel13"	29	9	954	7	2	0	1	156	2135	7	1	"chr10"
"ENSG00000155229.22.novel20"	23	7	780	5	1	0	1	156	1542	5	1	"chr10"
"ENSG00000155229.22.novel3"	44	25	2001	30	5	3	2	1029	3735	30	1	"chr10"
"ENSG00000155229.22.novel31"	35	16	2001	18	4	2	2	156	3071	18	0	"chr10"
"ENSG00000155229.22.novel57"	22	7	882	7	1	0	1	207	1707	8	0	"chr10"
"ENSG00000155229.22.novel6"	41	19	2991	29	4	0	1	138	3393	29	0	"chr10"
"ENSG00000155252.15.novel11"	39	7	1050	7	4	1	2	1050	4151	7	1	"chr10"
"ENSG00000155252.15.novel12"	39	5	807	7	4	1	2	711	4278	9	1	"chr10"
"ENSG00000155252.15.novel17"	40	7	477	7	4	1	2	177	4035	7	0	"chr10"
"ENSG00000155256.19.novel10"	34	14	1026	9	3	0	1	417	3030	11	1	"chr10"
"ENSG00000155256.19.novel2"	34	13	978	8	4	0	1	501	2967	10	1	"chr10"
"ENSG00000155256.19.novel4"	34	14	1011	9	3	0	1	417	3029	11	1	"chr10"
"ENSG00000155256.19.novel5"	23	12	1161	9	1	1	2	111	1765	11	0	"chr10"
"ENSG00000155256.19.novel6"	35	21	1263	10	4	1	2	1263	3186	12	1	"chr10"
"ENSG00000155275.20.novel1"	47	32	1551	10	8	6	2	735	4944	10	1	"chr4"
"ENSG00000155275.20.novel2"	51	16	2229	10	14	5	2	441	5226	10	0	"chr4"
"ENSG00000155275.20.novel5"	51	17	1506	10	13	5	2	735	5196	10	1	"chr4"
"ENSG00000155275.20.novel6"	41	12	1236	8	11	3	2	735	4128	8	1	"chr4"
"ENSG00000155275.20.novel68"	72	32	432	1	19	10	2	411	6745	1	0	"chr4"
"ENSG00000155275.20.novel69"	42	12	1959	8	12	3	2	441	4253	8	0	"chr4"
"ENSG00000155275.20.novel7"	73	41	432	1	16	8	2	432	6759	1	0	"chr4"
"ENSG00000155287.13.novel1"	55	42	630	1	4	3	2	324	5963	1	0	"chr10"
"ENSG00000155287.13.novel2"	28	16	798	2	2	1	2	273	3397	2	0	"chr10"
"ENSG00000155287.13.novel7"	44	0	615	0	3	0	0	0	3778	1	0	"chr10"
"ENSG00000155304.7.novel2"	59	21	792	1	5	2	2	222	4857	1	0	"chr21"
"ENSG00000155313.17.novel13"	41	8	639	7	6	1	2	138	2796	7	0	"chr21"
"ENSG00000155313.17.novel2"	72	33	1956	24	9	4	2	1086	5387	24	1	"chr21"
"ENSG00000155313.17.novel24"	59	17	2151	11	8	3	2	204	3936	11	1	"chr21"
"ENSG00000155313.17.novel3"	70	26	2505	22	9	4	2	288	5114	22	1	"chr21"
"ENSG00000155324.11.novel1"	33	13	972	13	4	1	2	366	3134	13	1	"chr5"
"ENSG00000155324.11.novel3"	33	12	1341	13	5	1	2	201	3207	13	0	"chr5"
"ENSG00000155324.11.novel9"	33	18	1260	14	5	3	2	1260	3199	14	1	"chr5"
"ENSG00000155363.20.novel1"	53	21	2844	20	10	4	2	282	5359	21	1	"chr1"
"ENSG00000155367.17.novel11"	42	31	1017	7	6	4	2	330	3516	7	0	"chr1"
"ENSG00000155367.17.novel2"	22	17	1056	6	3	2	2	1056	1657	8	1	"chr1"
"ENSG00000155367.17.novel5"	31	20	1017	9	5	3	2	330	2637	9	0	"chr1"
"ENSG00000155367.17.novel8"	33	16	1959	10	8	2	2	294	2412	12	0	"chr1"
"ENSG00000155368.19.novel1"	15	8	420	3	1	1	2	420	1183	3	0	"chr2"
"ENSG00000155368.19.novel4"	34	12	627	2	3	1	2	627	4072	2	0	"chr2"
"ENSG00000155380.14.novel3"	49	7	1293	3	8	1	2	93	4945	3	0	"chr1"
"ENSG00000155393.15.novel1"	22	2	375	3	2	0	1	183	1968	3	0	"chr16"
"ENSG00000155393.15.novel2"	46	33	2043	15	9	7	2	2043	3115	15	0	"chr16"
"ENSG00000155393.15.novel3"	14	2	480	2	2	0	1	183	1172	2	0	"chr16"
"ENSG00000155438.13.novel1"	15	3	522	5	1	1	2	330	2055	5	1	"chr2"
"ENSG00000155506.20.novel12"	39	19	1509	8	8	5	2	216	2396	8	0	"chr5"
"ENSG00000155508.15.novel1"	29	5	879	7	3	0	1	111	3004	7	0	"chr5"
"ENSG00000155542.13.novel2"	17	11	273	5	1	1	2	165	1393	5	0	"chr5"
"ENSG00000155561.16.novel1"	27	9	663	4	4	0	1	210	2310	4	0	"chr7"
"ENSG00000155561.16.novel10"	26	6	1245	8	3	1	2	108	1987	9	0	"chr7"
"ENSG00000155561.16.novel15"	26	17	666	4	1	1	2	291	2548	4	0	"chr7"
"ENSG00000155561.16.novel4"	22	6	936	8	2	1	2	108	1848	8	0	"chr7"
"ENSG00000155561.16.novel6"	45	20	2304	18	7	3	2	150	3025	18	0	"chr7"
"ENSG00000155561.16.novel7"	46	31	783	6	5	4	2	255	4167	6	0	"chr7"
"ENSG00000155561.16.novel9"	29	19	759	5	4	3	2	141	2535	5	0	"chr7"
"ENSG00000155621.16.novel2"	17	9	306	4	1	1	2	306	1885	4	1	"chr9"
"ENSG00000155666.13.novel1"	18	4	561	2	3	0	1	99	1816	2	0	"chr16"
"ENSG00000155666.13.novel3"	42	11	600	8	10	3	2	561	4062	8	1	"chr16"
"ENSG00000155729.14.novel1"	32	12	654	3	8	2	2	357	2660	6	1	"chr2"
"ENSG00000155729.14.novel2"	67	7	804	3	13	1	2	198	5249	5	0	"chr2"
"ENSG00000155729.14.novel3"	36	16	654	6	9	3	2	357	2923	6	1	"chr2"
"ENSG00000155729.14.novel4"	71	11	804	5	14	2	2	309	5559	5	0	"chr2"
"ENSG00000155729.14.novel8"	46	25	717	1	9	4	2	243	3850	1	0	"chr2"
"ENSG00000155744.11.novel1"	58	11	1347	12	7	2	2	303	5322	12	1	"chr2"
"ENSG00000155744.11.novel4"	44	9	1266	10	8	2	2	168	3499	11	0	"chr2"
"ENSG00000155755.20.novel57"	68	13	612	11	12	4	2	357	5927	11	0	"chr2"
"ENSG00000155755.20.novel58"	69	14	612	12	13	5	2	231	5947	12	1	"chr2"
"ENSG00000155755.20.novel59"	67	12	612	10	11	3	2	231	5597	12	1	"chr2"
"ENSG00000155792.11.novel2"	40	22	1107	9	3	3	2	1107	2661	9	0	"chr8"
"ENSG00000155792.11.novel7"	30	6	669	4	1	1	2	111	2011	4	0	"chr8"
"ENSG00000155816.21.novel1"	39	16	1107	12	6	1	2	144	2610	12	0	"chr1"
"ENSG00000155816.21.novel3"	46	13	879	9	6	1	2	144	3422	9	0	"chr1"
"ENSG00000155827.13.novel12"	64	13	735	4	11	2	2	195	5282	4	0	"chr9"
"ENSG00000155827.13.novel15"	74	24	1947	11	13	3	2	195	5662	11	0	"chr9"
"ENSG00000155827.13.novel2"	57	27	2121	16	6	2	2	648	3826	18	1	"chr9"
"ENSG00000155827.13.novel3"	59	26	2421	19	6	1	2	519	4126	19	1	"chr9"
"ENSG00000155827.13.novel51"	69	13	1002	6	11	0	1	195	5679	6	0	"chr9"
"ENSG00000155849.17.novel1"	38	13	1152	12	7	2	2	102	2215	12	0	"chr7"
"ENSG00000155903.15.novel2"	19	2	531	1	2	0	0	42	2657	4	0	"chr3"
"ENSG00000155903.15.novel21"	39	7	540	3	6	0	1	141	4122	3	0	"chr3"
"ENSG00000155903.15.novel5"	34	2	615	2	3	0	0	42	3710	5	0	"chr3"
"ENSG00000155903.15.novel9"	48	16	660	4	6	0	1	231	4717	4	0	"chr3"
"ENSG00000155906.21.novel1"	27	16	717	10	2	1	2	627	2610	11	1	"chr6"
"ENSG00000155906.21.novel4"	26	19	627	11	1	1	2	627	2136	12	1	"chr6"
"ENSG00000155918.8.novel1"	39	4	666	1	5	0	1	141	3274	2	0	"chr6"
"ENSG00000155970.14.novel16"	29	9	888	6	3	1	2	237	3001	6	0	"chr8"
"ENSG00000155970.14.novel9"	10	10	606	5	2	2	2	606	1130	5	1	"chr8"
"ENSG00000155975.11.novel1"	53	10	1194	10	5	1	2	264	4074	10	0	"chr8"
"ENSG00000155975.11.novel13"	40	13	924	11	6	3	2	309	3267	11	1	"chr8"
"ENSG00000156011.19.novel2"	52	13	1749	2	13	4	2	174	4273	3	0	"chr8"
"ENSG00000156011.19.novel6"	66	23	2226	8	12	5	2	369	6345	9	0	"chr8"
"ENSG00000156017.14.novel1"	74	16	789	6	10	5	2	789	5398	6	1	"chr9"
"ENSG00000156017.14.novel3"	69	17	1026	7	9	5	2	432	5031	7	0	"chr9"
"ENSG00000156017.14.novel59"	28	9	432	1	6	1	2	432	2847	1	0	"chr9"
"ENSG00000156017.14.novel69"	22	1	792	1	6	0	0	42	1939	2	0	"chr9"
"ENSG00000156026.16.novel1"	34	8	330	7	8	2	2	276	4206	9	1	"chr10"
"ENSG00000156026.16.novel3"	28	7	330	7	7	2	2	207	3084	8	1	"chr10"
"ENSG00000156026.16.novel4"	29	8	330	5	7	2	2	330	3076	8	1	"chr10"
"ENSG00000156049.7.novel1"	48	14	714	4	11	3	2	324	3598	4	0	"chr9"
"ENSG00000156049.7.novel4"	78	44	540	2	14	5	2	228	6347	2	0	"chr9"
"ENSG00000156050.10::ENSG00000187097.14.novel1"	62	22	3090	21	12	6	2	153	5377	22	0	"chr14"
"ENSG00000156050.10.novel12"	37	7	1416	6	4	1	2	123	3789	6	0	"chr14"
"ENSG00000156076.11.novel1"	34	12	1098	8	6	1	2	162	2269	9	0	"chr12"
"ENSG00000156076.11.novel2"	38	17	954	8	6	2	2	162	2244	8	0	"chr12"
"ENSG00000156110.16.novel1"	63	6	867	9	12	1	2	213	4888	9	0	"chr10"
"ENSG00000156110.16.novel3"	40	10	813	8	3	0	1	87	2891	8	0	"chr10"
"ENSG00000156113.25.novel1"	27	3	738	2	5	1	2	144	4068	2	0	"chr10"
"ENSG00000156113.25.novel3"	12	3	654	1	4	1	2	144	1286	1	0	"chr10"
"ENSG00000156113.25.novel4"	11	3	576	1	4	1	2	144	1178	1	0	"chr10"
"ENSG00000156162.17.novel2"	68	15	1857	15	7	2	2	177	4644	17	0	"chr8"
"ENSG00000156162.17.novel3"	23	4	345	3	3	1	2	165	2070	5	0	"chr8"
"ENSG00000156162.17.novel7"	87	23	1419	15	12	2	2	630	6116	17	1	"chr8"
"ENSG00000156170.15.novel1"	38	16	669	9	4	2	2	366	3288	9	1	"chr8"
"ENSG00000156170.15.novel2"	38	18	546	8	6	4	2	486	3104	9	1	"chr8"
"ENSG00000156170.15.novel5"	33	19	306	9	3	3	2	306	2817	9	1	"chr8"
"ENSG00000156170.15.novel7"	29	19	546	9	4	4	2	366	2309	10	1	"chr8"
"ENSG00000156171.16.novel11"	8	2	210	4	0	0	0	153	1237	4	0	"chr1"
"ENSG00000156171.16.novel3"	28	10	507	9	3	2	2	507	2906	9	1	"chr1"
"ENSG00000156171.16.novel4"	25	4	411	3	3	1	2	201	2405	7	0	"chr1"
"ENSG00000156172.7.novel3"	63	25	888	6	6	3	2	888	4765	6	0	"chr8"
"ENSG00000156218.14.novel2"	51	5	747	4	5	1	2	132	3622	7	0	"chr15"
"ENSG00000156232.8.novel1"	47	18	1281	10	13	6	2	1281	5285	10	1	"chr15"
"ENSG00000156232.8.novel14"	29	4	1281	4	7	0	1	111	3213	4	1	"chr15"
"ENSG00000156232.8.novel16"	32	4	708	2	9	2	2	186	3731	2	1	"chr15"
"ENSG00000156232.8.novel18"	26	16	1281	8	5	4	2	1281	2864	8	1	"chr15"
"ENSG00000156232.8.novel29"	54	20	1494	6	15	6	2	186	4989	6	0	"chr15"
"ENSG00000156232.8.novel41"	14	6	768	4	4	2	2	768	1747	4	1	"chr15"
"ENSG00000156232.8.novel7"	24	4	1728	7	5	0	1	111	2752	7	0	"chr15"
"ENSG00000156239.13.novel1"	40	11	561	4	10	3	2	561	2861	5	1	"chr21"
"ENSG00000156239.13.novel3"	26	10	645	6	10	3	2	645	1973	7	1	"chr21"
"ENSG00000156253.8.novel2"	36	13	303	4	6	2	2	225	3138	4	1	"chr21"
"ENSG00000156256.16.novel1"	41	34	1455	16	6	5	2	1455	2647	17	1	"chr21"
"ENSG00000156256.16.novel2"	48	32	1542	16	7	5	2	867	2944	17	1	"chr21"
"ENSG00000156256.16.novel28"	53	19	1020	5	4	2	2	282	5070	5	0	"chr21"
"ENSG00000156256.16.novel5"	60	48	1020	4	8	6	2	300	4556	4	0	"chr21"
"ENSG00000156256.16.novel9"	45	38	582	3	6	5	2	582	3671	3	0	"chr21"
"ENSG00000156265.18.novel29"	34	7	441	1	2	0	1	87	1780	1	0	"chr21"
"ENSG00000156265.18.novel8"	29	2	339	2	2	0	1	48	1451	2	0	"chr21"
"ENSG00000156282.5.novel1"	32	0	675	0	7	0	0	0	2225	0	0	"chr21"
"ENSG00000156298.14.novel1"	24	16	492	7	2	2	2	492	1974	7	0	"chrX"
"ENSG00000156299.16.novel15"	76	7	1089	6	11	0	1	111	7166	8	0	"chr21"
"ENSG00000156299.16.novel2"	14	13	216	4	1	1	2	216	2328	6	0	"chr21"
"ENSG00000156304.16.novel21"	25	4	1587	4	2	1	2	111	2505	5	0	"chr21"
"ENSG00000156304.16.novel42"	40	2	1251	1	2	0	1	93	4740	3	0	"chr21"
"ENSG00000156304.16.novel49"	39	18	1830	6	5	3	2	336	3798	6	0	"chr21"
"ENSG00000156304.16.novel53"	70	12	1521	5	6	2	2	126	7240	5	0	"chr21"
"ENSG00000156313.15.novel2"	43	23	2115	16	2	1	2	165	2925	16	0	"chrX"
"ENSG00000156345.19.novel1"	40	1	690	5	8	0	0	39	3705	5	0	"chr9"
"ENSG00000156345.19.novel12"	27	6	645	6	7	3	2	645	2376	6	1	"chr9"
"ENSG00000156345.19.novel3"	48	3	975	8	9	0	1	69	4033	8	0	"chr9"
"ENSG00000156345.19.novel7"	40	8	708	7	8	3	2	708	3242	7	1	"chr9"
"ENSG00000156374.17.novel1"	22	8	837	8	5	1	2	837	2460	8	1	"chr10"
"ENSG00000156374.17.novel2"	21	6	597	5	5	1	2	597	2131	7	1	"chr10"
"ENSG00000156374.17.novel3"	21	7	597	6	5	1	2	597	2339	6	1	"chr10"
"ENSG00000156374.17.novel4"	22	6	579	6	5	1	2	579	2190	8	1	"chr10"
"ENSG00000156374.17.novel6"	21	7	579	5	5	1	2	579	2162	7	1	"chr10"
"ENSG00000156384.15.novel1"	25	12	924	2	3	2	2	120	2292	2	0	"chr10"
"ENSG00000156398.14.novel2"	38	15	507	9	7	3	2	507	2576	10	1	"chr10"
"ENSG00000156398.14.novel4"	41	7	969	10	7	0	1	87	2474	10	0	"chr10"
"ENSG00000156453.14.novel2"	49	13	2046	2	11	4	2	969	4031	3	1	"chr5"
"ENSG00000156453.14.novel4"	39	1	2691	1	9	1	2	36	3370	2	0	"chr5"
"ENSG00000156453.14.novel9"	51	12	3222	1	12	2	2	537	3913	1	0	"chr5"
"ENSG00000156463.19.novel1"	70	27	2190	10	9	6	2	2190	5842	10	0	"chr5"
"ENSG00000156463.19.novel4"	86	67	645	2	15	9	2	222	6586	2	0	"chr5"
"ENSG00000156467.11::ENSG00000156469.10.novel1"	64	19	1137	8	10	1	2	1137	4714	9	0	"chr8"
"ENSG00000156469.10.novel1"	37	8	1254	6	3	1	2	210	2854	8	1	"chr8"
"ENSG00000156469.10.novel2"	34	10	693	5	2	1	2	693	2595	6	1	"chr8"
"ENSG00000156469.10.novel4"	34	8	684	6	2	1	2	426	2713	7	1	"chr8"
"ENSG00000156469.10.novel5"	36	7	1254	6	2	0	1	210	2762	7	0	"chr8"
"ENSG00000156471.14.novel1"	37	15	660	11	5	2	2	660	3375	11	1	"chr8"
"ENSG00000156500.17.novel2"	29	1	405	3	5	0	0	75	3213	3	0	"chrX"
"ENSG00000156502.15.novel1"	39	17	1968	14	7	3	2	297	2953	15	0	"chr10"
"ENSG00000156502.15.novel16"	25	12	1077	6	3	1	2	135	2160	6	0	"chr10"
"ENSG00000156502.15.novel2"	35	17	1374	11	5	1	2	855	2727	13	1	"chr10"
"ENSG00000156502.15.novel3"	33	20	1077	11	4	2	2	945	2433	13	1	"chr10"
"ENSG00000156502.15.novel67"	46	30	1125	4	7	5	2	201	3610	4	0	"chr10"
"ENSG00000156502.15.novel74"	44	3	876	2	7	0	1	96	3601	2	0	"chr10"
"ENSG00000156502.15.novel75"	42	26	1479	8	10	7	2	312	3339	8	0	"chr10"
"ENSG00000156504.18.novel1"	48	3	747	9	6	0	1	75	3605	9	0	"chrX"
"ENSG00000156504.18.novel4"	50	5	759	8	8	2	2	123	4396	8	0	"chrX"
"ENSG00000156509.14.novel1"	19	5	1575	1	3	0	1	60	2379	1	0	"chr8"
"ENSG00000156510.14.novel5"	39	25	462	1	7	5	2	138	4083	1	0	"chr10"
"ENSG00000156515.26.novel13"	50	27	1092	7	8	4	2	372	3692	7	0	"chr10"
"ENSG00000156515.26.novel27"	85	57	525	2	15	8	2	378	7874	2	0	"chr10"
"ENSG00000156521.15.novel12"	30	15	597	4	1	0	1	597	3133	7	1	"chr10"
"ENSG00000156521.15.novel14"	34	20	597	6	1	0	1	597	3430	9	1	"chr10"
"ENSG00000156531.19.novel1"	25	10	936	6	2	0	1	213	1506	7	0	"chrX"
"ENSG00000156535.15.novel1"	42	6	426	2	10	3	2	102	3632	2	0	"chr6"
"ENSG00000156535.15.novel11"	85	24	1011	7	10	2	2	159	6983	7	0	"chr6"
"ENSG00000156535.15.novel19"	41	13	402	4	8	1	2	159	3346	4	0	"chr6"
"ENSG00000156535.15.novel8"	77	17	978	6	10	2	2	156	6528	6	0	"chr6"
"ENSG00000156639.13.novel3"	51	4	438	1	9	0	1	138	5442	1	0	"chr6"
"ENSG00000156642.18.novel1"	51	0	543	0	7	0	0	0	6084	2	0	"chr15"
"ENSG00000156642.18.novel2"	17	15	771	4	2	2	2	771	1293	7	1	"chr15"
"ENSG00000156642.18.novel3"	38	14	849	4	4	2	2	849	3956	7	0	"chr15"
"ENSG00000156650.15.novel1"	31	10	687	2	6	2	2	258	2912	2	0	"chr10"
"ENSG00000156650.15.novel3"	39	38	279	15	3	3	2	279	3951	15	0	"chr10"
"ENSG00000156671.16::ENSG00000165637.15.novel1"	45	34	1467	13	7	5	2	1467	2726	13	1	"chr10"
"ENSG00000156671.16.novel1"	74	19	927	3	11	4	2	927	5328	4	1	"chr10"
"ENSG00000156671.16.novel2"	85	19	738	4	13	4	2	738	6988	4	1	"chr10"
"ENSG00000156675.17.novel39"	56	35	1950	6	7	3	2	1950	4238	8	1	"chr8"
"ENSG00000156689.7.novel6"	31	12	885	6	5	1	2	225	2512	6	0	"chr11"
"ENSG00000156697.14.novel1"	32	24	1350	11	4	4	2	1002	2775	14	1	"chrX"
"ENSG00000156697.14.novel18"	13	5	1350	4	0	0	1	162	1543	4	0	"chrX"
"ENSG00000156697.14.novel2"	33	16	1884	13	4	2	2	630	2799	16	1	"chrX"
"ENSG00000156697.14.novel3"	30	27	1863	11	4	4	2	1863	2521	14	1	"chrX"
"ENSG00000156697.14.novel4"	34	18	1848	15	4	2	2	558	3014	15	1	"chrX"
"ENSG00000156697.14.novel63"	9	5	537	2	0	0	1	108	1460	2	0	"chrX"
"ENSG00000156711.18.novel2"	69	8	864	10	12	0	1	474	7363	10	0	"chr6"
"ENSG00000156711.18.novel40"	56	20	1098	12	11	3	2	1098	5387	12	1	"chr6"
"ENSG00000156711.18.novel42"	76	15	801	8	16	4	2	210	7649	8	0	"chr6"
"ENSG00000156735.12.novel1"	57	12	732	5	6	2	2	249	4709	5	0	"chr8"
"ENSG00000156802.14.novel11"	19	7	798	4	2	0	1	96	1633	5	0	"chr8"
"ENSG00000156802.14.novel20"	38	20	2352	12	6	3	2	96	3292	12	0	"chr8"
"ENSG00000156802.14.novel31"	24	11	1089	7	3	1	2	96	2562	7	0	"chr8"
"ENSG00000156804.8.novel1"	82	6	1011	8	16	1	2	132	6573	8	0	"chr8"
"ENSG00000156804.8.novel2"	78	4	633	6	16	1	2	162	7121	7	1	"chr8"
"ENSG00000156804.8.novel5"	37	11	612	7	7	1	2	534	3561	8	1	"chr8"
"ENSG00000156831.10.novel2"	24	7	312	8	4	3	2	312	2385	8	1	"chr8"
"ENSG00000156831.10.novel3"	31	6	312	5	4	3	2	312	3224	5	0	"chr8"
"ENSG00000156853.14.novel4"	17	1	1701	1	2	1	2	141	3757	1	0	"chr16"
"ENSG00000156858.13.novel2"	21	10	1581	10	8	4	2	552	3197	10	1	"chr16"
"ENSG00000156858.13.novel3"	13	9	786	10	3	2	2	786	1659	10	1	"chr16"
"ENSG00000156858.13.novel4"	17	13	786	9	4	3	2	786	2140	9	1	"chr16"
"ENSG00000156858.13.novel5"	16	12	786	10	5	4	2	786	1689	10	1	"chr16"
"ENSG00000156860.16.novel2"	18	4	1383	11	3	0	1	153	2870	11	0	"chr16"
"ENSG00000156860.16.novel8"	18	6	1119	5	2	0	1	153	2418	5	0	"chr16"
"ENSG00000156873.17.novel5"	41	31	1308	10	14	12	2	1308	4916	10	1	"chr16"
"ENSG00000156873.17.novel61"	18	8	894	8	5	3	2	273	1789	8	1	"chr16"
"ENSG00000156873.17.novel62"	18	8	894	8	5	3	2	231	1715	8	1	"chr16"
"ENSG00000156873.17.novel9"	38	25	1308	11	13	10	2	1308	4440	11	1	"chr16"
"ENSG00000156875.15.novel2"	47	16	1407	12	8	4	2	129	3863	12	0	"chr1"
"ENSG00000156931.18.novel1"	34	10	603	5	6	1	2	63	3271	6	0	"chr3"
"ENSG00000156931.18.novel12"	33	7	1023	13	10	2	2	132	3632	13	0	"chr3"
"ENSG00000156931.18.novel2"	89	50	2487	46	21	10	2	1869	6627	47	1	"chr3"
"ENSG00000156931.18.novel4"	87	46	2571	45	21	8	2	1650	6422	46	1	"chr3"
"ENSG00000156931.18.novel6"	91	50	2568	45	21	9	2	1773	6612	46	1	"chr3"
"ENSG00000156958.16.novel1"	70	13	1446	10	14	2	2	225	4904	10	0	"chr15"
"ENSG00000156958.16.novel11"	67	16	1080	10	13	3	2	1080	4449	11	1	"chr15"
"ENSG00000156958.16.novel2"	63	7	1305	8	13	1	2	126	4356	10	0	"chr15"
"ENSG00000156958.16.novel3"	53	13	1011	6	12	4	2	1011	3378	10	1	"chr15"
"ENSG00000156958.16.novel5"	63	13	1044	6	15	4	2	1044	4242	10	1	"chr15"
"ENSG00000156958.16.novel7"	65	14	1044	7	15	5	2	1044	4451	11	1	"chr15"
"ENSG00000156966.8.novel1"	43	11	765	1	4	3	2	474	4549	1	0	"chr2"
"ENSG00000156970.14.novel14"	46	9	540	3	7	2	2	240	4447	3	0	"chr15"
"ENSG00000156970.14.novel17"	49	20	540	4	5	1	2	219	4753	4	0	"chr15"
"ENSG00000156970.14.novel4"	48	24	2358	21	7	3	2	483	3603	22	1	"chr15"
"ENSG00000156976.18.novel1"	40	29	1089	11	7	4	2	1089	3277	11	1	"chr3"
"ENSG00000156976.18.novel3"	38	27	804	10	7	4	2	804	2917	10	1	"chr3"
"ENSG00000156983.18.novel16"	22	10	1215	6	4	3	2	225	2019	6	0	"chr3"
"ENSG00000156983.18.novel26"	13	7	534	2	2	2	2	153	1703	2	0	"chr3"
"ENSG00000156983.18.novel34"	23	10	1542	5	3	3	2	327	2282	5	0	"chr3"
"ENSG00000156983.18.novel35"	52	26	2997	11	10	5	2	288	3691	11	0	"chr3"
"ENSG00000156983.18.novel9"	14	7	807	4	2	1	2	225	1948	4	0	"chr3"
"ENSG00000157014.11.novel1"	48	27	2169	8	13	8	2	2169	5089	8	1	"chr3"
"ENSG00000157014.11.novel20"	52	31	1350	5	10	5	2	1350	4769	5	1	"chr3"
"ENSG00000157014.11.novel4"	48	25	2169	7	13	7	2	2169	5202	7	1	"chr3"
"ENSG00000157014.11.novel5"	47	26	2169	8	12	7	2	2169	5037	8	1	"chr3"
"ENSG00000157036.14.novel1"	40	10	687	6	10	3	2	369	3201	6	1	"chr3"
"ENSG00000157036.14.novel13"	32	3	648	3	8	1	2	327	2945	4	1	"chr3"
"ENSG00000157036.14.novel2"	37	7	687	5	9	2	2	441	3072	5	1	"chr3"
"ENSG00000157036.14.novel3"	38	8	687	6	9	2	2	249	3101	6	1	"chr3"
"ENSG00000157045.9.novel1"	13	7	363	7	2	1	2	363	1263	9	1	"chr16"
"ENSG00000157045.9.novel3"	12	6	294	7	1	0	1	138	1180	8	1	"chr16"
"ENSG00000157064.12.novel1"	74	7	555	4	17	0	1	144	5339	4	1	"chr1"
"ENSG00000157077.17.novel13"	60	3	2262	2	1	0	1	204	4535	3	0	"chr1"
"ENSG00000157106.19.novel13"	48	11	558	4	5	1	2	171	5854	4	1	"chr16"
"ENSG00000157106.19.novel2"	50	49	498	37	4	4	2	498	6423	37	1	"chr16"
"ENSG00000157106.19.novel4"	51	20	1824	13	5	0	1	498	3777	13	0	"chr16"
"ENSG00000157107.15.novel2"	12	5	888	8	6	2	2	261	1610	8	0	"chr5"
"ENSG00000157107.15.novel3"	24	3	1206	11	7	1	2	183	2763	12	0	"chr5"
"ENSG00000157107.15.novel30"	17	1	918	6	7	1	2	60	1956	9	0	"chr5"
"ENSG00000157107.15.novel4"	53	5	567	4	11	2	2	261	4263	4	0	"chr5"
"ENSG00000157107.15.novel5"	54	16	1710	23	9	5	2	615	5125	26	1	"chr5"
"ENSG00000157110.17.novel1"	28	9	279	8	5	2	2	279	2756	8	0	"chr8"
"ENSG00000157110.17.novel56"	8	5	348	7	2	1	2	330	2089	7	1	"chr8"
"ENSG00000157111.14.novel1"	44	0	897	0	6	0	0	0	4214	1	0	"chr5"
"ENSG00000157168.23.novel2"	32	5	1272	5	5	0	1	183	2931	10	0	"chr8"
"ENSG00000157168.23.novel3"	16	3	744	2	1	0	1	183	1835	7	0	"chr8"
"ENSG00000157168.23.novel33"	9	1	459	1	4	1	2	459	1689	1	0	"chr8"
"ENSG00000157168.23.novel4"	14	4	282	3	1	0	1	270	1231	3	0	"chr8"
"ENSG00000157181.17.novel1"	55	27	1191	14	8	4	2	1191	5173	14	1	"chr1"
"ENSG00000157181.17.novel6"	49	15	1122	13	7	3	2	249	4135	13	1	"chr1"
"ENSG00000157191.21.novel1"	25	11	690	7	7	5	2	690	3265	7	1	"chr1"
"ENSG00000157191.21.novel2"	22	6	633	7	6	4	2	219	3077	8	1	"chr1"
"ENSG00000157193.19.novel19"	27	1	645	3	10	0	1	96	2491	3	0	"chr1"
"ENSG00000157212.21.novel32"	55	32	2013	14	7	4	2	192	4964	14	0	"chr7"
"ENSG00000157214.15.novel1"	23	10	1365	4	4	0	1	90	2617	6	0	"chr7"
"ENSG00000157214.15.novel2"	47	9	1389	4	4	0	1	90	4573	5	0	"chr7"
"ENSG00000157214.15.novel3"	32	6	1239	2	5	0	1	78	2772	3	0	"chr7"
"ENSG00000157216.18.novel5"	30	4	756	13	7	1	2	261	3169	16	0	"chr1"
"ENSG00000157216.18.novel9"	39	4	756	13	9	1	2	261	2901	14	0	"chr1"
"ENSG00000157227.15.novel18"	26	1	924	3	5	0	1	93	2776	4	0	"chr14"
"ENSG00000157326.20.novel1"	16	7	429	3	2	0	1	402	1419	3	0	"chr14"
"ENSG00000157326.20.novel2"	56	3	510	1	11	0	1	402	6022	1	0	"chr14"
"ENSG00000157326.20.novel21"	32	8	726	6	4	0	1	402	3153	6	0	"chr14"
"ENSG00000157326.20.novel3"	20	15	492	6	4	3	2	492	1786	6	1	"chr14"
